no,name_of_member,state,party,term_start,term_end,vacation_date_reason,vacation_date,vacation_reason,party_normalized
4,Warerkar Shri Bhargavram Vitthal (Mama),Nominated,NOM.,1962-04-03,1968-04-02,23/09/1964 Death,1964-09-23,Death,NOMINATED
6,Yadav Shri Jagdambi Prasad,Bihar,JS,1968-04-03,1974-04-02,Retirement,1974-04-02,Retirement,JAN SANGH
21,Yajee Shri Sheel Bhadra,Bihar,Congress,1966-04-03,1972-04-02,Retirement,1972-04-02,Retirement,INDIAN NATIONAL CONGRESS
2,Zaidi Col. B.H.,Uttar Pradesh,Congress,1963-12-11,1964-04-02,Retirement,1964-04-02,Retirement,INDIAN NATIONAL CONGRESS
2,Zaidi Col. B.H.,Uttar Pradesh,Congress,1964-04-03,1970-04-02,Retirement,1970-04-02,Retirement,INDIAN NATIONAL CONGRESS
3,Abdul Khader Shri M.S.,Tamil Nadu,AIADMK,1972-04-03,1978-04-02,Retirement,1978-04-02,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
7,Abdul Samad Shri A.K.A.,Tamil Nadu,ML,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,MUSLIM LEAGUE
10,Abid Shri Kasim Ali,Andhra Pradesh,Congress,1972-04-10,1978-04-09,Retirement,1978-04-09,Retirement,""
15,Abu Abraham Shri,Nominated,NOM.,1972-04-03,1978-04-02,Retirement,1978-04-02,Retirement,NOMINATED
20,Adiseshiah Dr. Malcolm Sathianathan,Nominated,NOM.,1978-04-14,1984-04-13,Retirement,1984-04-13,Retirement,NOMINATED
22,Adivarekar Smt. Sushila Shankar,Maharashtra,Congress,1971-09-18,1972-04-02,Retirement,1972-04-02,Retirement,""
22,Adivarekar Smt. Sushila Shankar,Maharashtra,Congress,1972-04-03,1978-04-02,Retirement,1978-04-02,Retirement,""
22,Adivarekar Smt. Sushila Shankar,Maharashtra,CONG(I),1978-04-03,1984-04-02,Retirement,1984-04-02,Retirement,""
23,Advani Shri Lal K.,National Capital Territory of Delhi,JS,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,JANA SANGH
23,Advani Shri Lal K.,Gujarat,JS,1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,JANA SANGH
40,Ahmad Dr. Z.A.,Uttar Pradesh,CPI,1972-04-03,1978-04-02,Retirement,1978-04-02,Retirement,COMMUNIST PARTY OF INDIA
63,Alva Dr. K. Nagappa,Karnataka,CONG(O),1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,""
64,Alva Smt. Margaret,Karnataka,CONG(I),1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,""
67,Amarjit Kaur Smt.,Punjab,CONG(I),1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
68,Amat Shri Debananda,Odisha,Congress,1973-03-06,1974-04-02,Retirement,1974-04-02,Retirement,""
73,Amjad Ali Shri Sardar,West Bengal,CONG(I),1972-04-03,1978-04-02,Retirement,1978-04-02,Retirement,""
74,Amla Shri Tirath Ram,Jammu & Kashmir,Congress,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,""
74,Amla Shri Tirath Ram,Jammu & Kashmir,Congress,1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
80,Anand Shri Jagjit Singh,Punjab,CPI,1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,COMMUNIST PARTY OF INDIA
83,Anandam Shri M.,Andhra Pradesh,CONG(I),1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,""
84,Anandan Shri T.V.,Tamil Nadu,CONG(O),1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,""
90,Angre Shri S.C.,Madhya Pradesh,JS,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,JANA SANGH
92,Anjiah Shri T.,Andhra Pradesh,CONG(I),1978-04-10,1984-04-09,19/02/1981 Resignation,1981-02-19,Resignation,""
94,Ansari Shri Abdul Qaiyum,Bihar,Congress,1970-04-03,1976-04-02,19/03/1972 Resignation,1972-03-19,Resignation,""
103,Antulay Shri A.R.,Maharashtra,CONG(I),1976-04-03,1982-04-02,03/07/1980 Resignation,1980-07-03,Resignation,""
111,Arif Shri Mohammed Usman,Rajasthan,Congress,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,""
111,Arif Shri Mohammed Usman,Rajasthan,Congress,1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
122,Asthana Shri K.B.,Uttar Pradesh,JP,1977-07-14,1980-04-02,Retirement,1980-04-02,Retirement,""
127,Avergoankar Shri R.D. Jagtap,Maharashtra,CONG(I),1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,""
6,Bagaitkar Shri Sadasiv,Maharashtra,JP,1978-04-03,1984-04-02,05/12/1983 Death,1983-12-05,Death,""
19,Balan Shri M.C.,Tamil Nadu,AIADMK,1972-04-03,1978-04-02,Retirement,1978-04-02,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
24,Baleshwar Dayal Shri,Madhya Pradesh,JAN,1977-07-14,1978-04-09,Retirement,1978-04-09,Retirement,""
24,Baleshwar Dayal Shri,Madhya Pradesh,JAN,1978-04-10,1984-04-09,Retirement,1984-04-09,Retirement,""
31,Balram Das Shri,Madhya Pradesh,Congress,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,""
31,Balram Das Shri,Madhya Pradesh,Congress,1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
35,Banarsi Das Shri,Uttar Pradesh,JAN,1972-04-03,1978-04-02,28/06/1977 Resignation,1977-06-28,Resignation,""
37,Banerjee Shri B.N.,Nominated,NOM.,1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,NOMINATED
38,Banerjee Shri Jaharlal,West Bengal,Congress,1975-07-10,1981-07-09,Retirement,1981-07-09,Retirement,""
44,Bansi Lal Shri,Punjab,IND.,1976-04-03,1982-04-02,07/01/80,1980-01-07,"",INDEPENDENT
49,Barman Shri Prasenjit,West Bengal,CONG(I),1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
55,Basar Shri Todak,Arunachal Pradesh,Congress,1972-05-27,1978-05-26,Retirement,1978-05-26,Retirement,""
57,Basavaraj Shri H.R.,Karnataka,CONG(I),1978-04-10,1984-04-09,17/01/1980 Resignation,1980-01-17,Resignation,""
60,Basheer Shri Thalekkunnil,Kerala,CONG(I),1977-07-20,1979-04-21,Retirement,1979-04-21,Retirement,""
60,Basheer Shri Thalekkunnil,Kerala,CONG(I),1979-04-22,1985-04-21,29/12/84,1984-12-29,"",""
75,Berwa Shri Jamnalal,Rajasthan,CONG(I),1972-04-10,1978-04-09,Retirement,1978-04-09,Retirement,""
76,Bhabhra Shri Hari Shankar,Rajasthan,BJP,1978-04-10,1984-04-09,Retirement,1984-04-09,Retirement,""
79,Bhagat Shri Ganpat Hiralal,Maharashtra,IND.,1978-04-03,1984-04-02,Retirement,1984-04-02,Retirement,INDEPENDENT
80,Bhagawati Shri B.C.,Assam,Congress,1972-04-10,1978-04-09,Retirement,1978-04-09,Retirement,""
81,Bhagwan Din Shri,Uttar Pradesh,CONG(I),1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
84,Bhandari Shri Sunder Singh,Rajasthan,JS,1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,JANA SANGH
90,Bhardwaj Shri Jagannath,Himachal Pradesh,Congress,1972-04-10,1978-04-09,09/04/1978 Retirement,1978-04-09,Retirement,""
102,Bhatt Shri Nand Kishore,Madhya Pradesh,CONG(I),1972-04-10,1978-04-09,Retirement,1978-04-09,Retirement,""
106,Bhattacharjee Prof. Saurin,West Bengal,RSP,1978-04-03,1984-04-02,Retirement,1984-04-02,Retirement,REVOLUTIONARY SOCIALIST PARTY
107,Bhattacharya Shri G.C.,Uttar Pradesh,DSP,1978-04-03,1984-04-02,Retirement,1984-04-02,Retirement,DEMOCRATIC SOCIALIST PARTY
113,Bhim Raj Shri,Rajasthan,CONG(I),1978-04-10,1984-04-09,Retirement,1984-04-09,Retirement,""
114,Bhola Prasad Shri,Bihar,CPI,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,COMMUNIST PARTY OF INDIA
114,Bhola Prasad Shri,Bihar,CPI,1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,COMMUNIST PARTY OF INDIA
115,Bhupinder Singh Shri,Punjab,AD,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,AKALI DAL
115,Bhupinder Singh Shri,Punjab,CONG(I),1976-10-13,1978-04-09,Retirement,1978-04-09,Retirement,""
124,Bisi Shri Pramatha Nath,Nominated,NOM.,1972-04-03,1978-04-02,Retirement,1978-04-02,Retirement,NOMINATED
130,Bobdey Shri Shankarrao Bajirao,Maharashtra,Congress,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,""
137,Borooah Shri D.K.,Assam,Congress,1973-07-19,1974-04-02,Retirement,1974-04-02,Retirement,""
137,Borooah Shri D.K.,Assam,Congress,1974-04-03,1980-04-02,21/03/1977 Elected to Lok Sabha,1977-03-21,ElectedtoLokSabha,""
140,Bose Smt. Pratima,West Bengal,Congress,1975-07-10,1981-07-09,Retirement,1981-07-09,Retirement,""
150,Buragohain Shri Nabin Chandra,Assam,CONG(I),1972-04-10,1978-04-09,Retirement,1978-04-09,Retirement,""
3,Chakrabarti Dr. Rajat Kumar,West Bengal,CONG(I),1972-04-03,1978-04-02,Retirement,1978-04-02,Retirement,""
4,Chakraborty Shri Amarprosad,West Bengal,FB,1978-04-03,1984-04-02,Retirement,1984-04-02,Retirement,FORWARD BLOCK
11,Chanana Shri Charanjit,National Capital Territory of Delhi,CONG(I),1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
13,Chandra Shekhar Shri,Uttar Pradesh,IND.,1974-04-03,1980-04-02,22/03/1977 Elected to Lok Sabha,1977-03-22,ElectedtoLokSabha,INDEPENDENT
15,Chandrasekhar Smt. Maragatham,Nominated,Congress,1970-03-04,1976-02-04,Retirement,1976-02-04,Retirement,""
15,Chandrasekhar Smt. Maragatham,Nominated,CONG(I),1976-03-04,1982-02-04,Retirement,1982-02-04,Retirement,""
17,Chandrasekharan Shri K.,Kerala,Socialist,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,""
18,Chandrasekharappa Shri T. V.,Karnataka,CONG(I),1977-07-13,1978-04-09,Retirement,1978-04-09,Retirement,""
21,Chathunni Master Shri K.,Kerala,CPI(M),1979-04-22,1985-04-21,Retirement,1985-04-21,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
26,Chatterjee Shri Pranab,Bihar,JP,1978-04-10,1984-04-09,02/06/1979 Death,1979-06-02,Death,""
28,Chattopadhyaya Prof. D.P.,West Bengal,CONG(I),1975-07-10,1981-07-09,Retirement,1981-07-09,Retirement,""
34,Chaturvedi Smt. Vidyawati,Madhya Pradesh,CONG(I),1972-04-10,1978-04-09,Retirement,1978-04-09,Retirement,""
35,Chaudhari Shri N.P.,Madhya Pradesh,CONG(I),1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,""
38,Chaudhury Shri Mahendramohan,Assam,Congress,1972-06-19,1974-04-02,Retirement,1974-04-02,Retirement,""
41,Chaurasia Shri Shiv Dayal Singh,Uttar Pradesh,CONG(I),1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,""
54,Chettri Shri Krishna Bahadur,West Bengal,Congress,1972-04-03,1978-04-02,22/03/1977 Elected to Lok Sabha,1977-03-22,ElectedtoLokSabha,""
56,Chinai Shri Babubhai Maneklal,Bombay,IND.,1970-04-03,1976-04-02,04/07/1975 Death,1975-07-04,Death,INDEPENDENT
60,Choudhury Shri Nripati Ranjan,Assam,Congress,1972-04-10,1978-04-09,Retirement,1978-04-09,Retirement,""
61,Chowdhary Dr. Chandramanilal,Bihar,Congress,1974-04-03,1980-04-02,08/02/1979 Death,1979-02-08,Death,""
64,Chowdhri Shri A. S.,Andhra Pradesh,IND.,1972-04-10,1978-04-09,Retirement,1978-04-09,Retirement,INDEPENDENT
67,Chundawat Smt. Lakshmi Kumari,Rajasthan,CONG(I),1972-04-10,1978-04-09,Retirement,1978-04-09,Retirement,""
11,Daphtary Shri C.K.,Nominated,NOM.,1972-04-03,1978-04-02,Retirement,1978-04-02,Retirement,NOMINATED
18,Das Shri Bipinpal,Assam,Congress,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,""
18,Das Shri Bipinpal,Assam,CONG(I),1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
47,Deb Burman Shri Bir Chandra,Tripura,CPI,1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,COMMUNIST PARTY OF INDIA
50,Deo Shri Bira Kesari,Odisha,BLD,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,BHARATIYA LOK DAL
51,Deo Shri K.P. Singh,Odisha,Swatantra,1972-01-28,1976-04-02,Retirement,1976-04-02,Retirement,""
60,Desai Shri R.M.,Karnataka,CONG(I),1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
62,Deshmukh Shri Bapuraoji Marotraoji,Maharashtra,CONG(I),1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
75,Dhabe Shri S.W.,Maharashtra,Congress,1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,""
78,Dhar Shri D.P.,Jammu & Kashmir,Congress,1972-11-11,1975-02-07,07/02/1975 Resignation,1975-02-07,Resignation,""
81,Dharia Shri Mohan Manikchand,Maharashtra,Congress,1970-04-03,1976-04-02,10/03/1971 Elected to Lok Sabha,1971-03-10,ElectedtoLokSabha,""
87,Dhulap Shri Krishnarao Narayan,Maharashtra,PWP,1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,""
91,Dikshit Shri Umashankar,Uttar Pradesh,Congress,1970-04-03,1976-04-02,10/01/1976 Resignation,1976-01-10,Resignation,""
93,Dinesh Shri Singh,Uttar Pradesh,JAN,1977-07-14,1980-04-02,Retirement,1980-04-02,Retirement,""
94,Dinesh Chandra Shri Swami,Rajasthan,CONG(I),1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
116,Dutt Dr. Vidya Prakash,Nominated,NOM.,1971-12-04,1974-04-02,Retirement,1974-04-02,Retirement,NOMINATED
116,Dutt Dr. Vidya Prakash,Nominated,Congress,1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,""
120,Dwivedi Shri Devendra Nath,Uttar Pradesh,Congress,1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,""
2,Gadgil Shri V. N.,Maharashtra,Congress,1971-05-06,1976-04-02,Retirement,1976-04-02,Retirement,""
2,Gadgil Shri V. N.,Maharashtra,Congress,1976-04-03,1982-04-02,07/01/1980 Elected to Lok Sabha,1980-01-07,ElectedtoLokSabha,""
14,Ganguli Shri Salil Kumar,West Bengal,CPI(M),1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
23,Ghose Shri Sankar,West Bengal,Congress,1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
35,Gill Shri Raghbir Singh,Punjab,CONG(I),1976-04-03,1982-04-02,09/05/1980 Disqualification,1980-05-09,Disqualification,""
40,Gogoi Shri Tilok,Assam,CONG(I),1977-07-20,1980-04-02,Retirement,1980-04-02,Retirement,""
42,Golandaz Mohammedhusain Shri,Gujarat,CONG(I),1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
49,Goray Shri N G,Maharashtra,Socialist,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,""
51,Goswami Shri Dinesh,Assam,Congress,1978-04-10,1984-04-09,Retirement,1984-04-09,Retirement,""
53,Goswami Shri Sriman Prafulla,Assam,Congress,1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,""
60,Gowda Shri K. S. Malle,Karnataka,IND.,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,INDEPENDENT
60,Gowda Shri K. S. Malle,Karnataka,IND.,1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,INDEPENDENT
62,Gowda Shri U.K. Lakshmana,Karnataka,IND.,1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,INDEPENDENT
66,Gujral Shri Inder Kumar,Punjab,Congress,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,""
71,Gupta Shri Bhupesh,West Bengal,CPI,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,COMMUNIST PARTY OF INDIA
71,Gupta Shri Bhupesh,West Bengal,CPI,1976-04-03,1982-04-02,06/08/1981 Death,1981-08-06,Death,COMMUNIST PARTY OF INDIA
72,Gupta Shri Gurudev,Madhya Pradesh,Congress,1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
79,Gupta Shri Ram Lakhan Prasad,Bihar,BJP,1978-04-10,1984-04-09,Retirement,1984-04-09,Retirement,""
80,Gupta Shri Shyamlal,Bihar,JAN,1972-04-10,1978-04-09,Retirement,1978-04-09,Retirement,""
1,Habibullah Smt. Hamida,Uttar Pradesh,CONG(I),1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
9,Hansda Shri Phanindra Nath,West Bengal,Congress,1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
20,Hashmi Shri Syed Ahmad,Uttar Pradesh,Congress,1974-03-04,1980-02-04,Retirement,1980-02-04,Retirement,""
23,Havanur Shri L.G.,Karnataka,CONG(I),1977-07-13,1978-04-09,Retirement,1978-04-09,Retirement,""
26,Hegde Shri Ramakrishna,Karnataka,JP,1978-04-10,1984-04-09,23/05/1983 Resignation,1983-05-23,Resignation,""
33,Himmat Sinh Shri,Gujarat,Congress,1972-04-10,1978-04-09,Retirement,1978-04-09,Retirement,""
4,Imam Smt. Aziza,Bihar,Congress,1973-03-20,1976-04-02,Retirement,1976-04-02,Retirement,""
4,Imam Smt. Aziza,Bihar,Congress,1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
9,Inder Singh Shri,Uttar Pradesh,Congress,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,""
15,Ismail Smt. Fathema,Nominated,NOM.,1978-04-14,1984-04-13,Retirement,1984-04-13,Retirement,NOMINATED
3,Jadhav Shri Pandurang Dharmaji,Nominated,NOM.,1978-04-14,1984-04-13,Retirement,1984-04-13,Retirement,NOMINATED
8,Jagbir Singh Shri,Uttar Pradesh,JLD,1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,""
13,Jain Shri Dharamchand,Bihar,Congress,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,""
13,Jain Shri Dharamchand,Bihar,CONG(I),1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
22,Jairamdas Daulatram Shri,Nominated,NOM.,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,NOMINATED
30,Jamuna Devi Smt.,Madhya Pradesh,JAN,1978-04-10,1980-04-02,Retirement,1980-04-02,Retirement,""
31,Janardhanam Shri A.P.,Tamil Nadu,AIADMK,1977-07-25,1983-07-24,Retirement,1983-07-24,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
40,Jha Shri Kamalnath,Bihar,Congress,1973-03-20,1974-04-02,Retirement,1974-04-02,Retirement,""
40,Jha Shri Kamalnath,Bihar,CONG(I),1974-04-03,1980-04-02,09/01/1980 Elected to Lok Sabha,1980-01-09,ElectedtoLokSabha,""
44,Jha Shri Shiva Chandra,Bihar,JAN,1978-04-10,1984-04-09,Retirement,1984-04-09,Retirement,""
51,John Shri Valampuri,Tamil Nadu,Congress,1974-04-03,1980-04-02,14/10/1974 Disqualification,1974-10-14,Disqualification,""
53,Joseph Shri Nuthalapati,Andhra Pradesh,Congress,1972-03-30,1974-04-02,Retirement,1974-04-02,Retirement,""
55,Joshi Shri Jagannathrao,National Capital Territory of Delhi,BJP,1978-04-03,1984-04-02,Retirement,1984-04-02,Retirement,""
56,Joshi Shri Jagdish,Madhya Pradesh,INC,1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,""
59,Joshi Shri Krishna Nand,Uttar Pradesh,Congress,1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
60,Joshi Miss Kumudben M.,Gujarat,Congress,1973-10-15,1976-04-02,Retirement,1976-04-02,Retirement,""
60,Joshi Miss Kumudben M.,Gujarat,Congress,1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
66,Joshi Shri Umashankar Jathalal,Nominated,NOM.,1970-04-03,1976-04-02,20/12/1988 Retirement,1976-04-02,Retirement,NOMINATED
3,Kadharsha Shri M.,Tamil Nadu,DMK,1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,DRAVIDA MUNNETRA KAZHAGAM
7,Kakati Shri Robin,Assam,JAN,1978-04-10,1984-04-09,Retirement,1984-04-09,Retirement,""
10,Kalaniya Shri Ibrahim,Gujarat,Congress,1972-04-10,1978-04-09,Retirement,1978-04-09,Retirement,""
10,Kalaniya Shri Ibrahim,Gujarat,CONG(I),1978-04-10,1984-04-09,Retirement,1984-04-09,Retirement,""
16,Kalyan Chand Shri,Uttar Pradesh,INC,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,""
17,Kalyanasundaram Shri Kanchi,Tamil Nadu,DMK,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,DRAVIDA MUNNETRA KAZHAGAM
19,Kamalanathan Shri M.,Tamil Nadu,DMK,1971-07-29,1972-04-02,Retirement,1972-04-02,Retirement,DRAVIDA MUNNETRA KAZHAGAM
19,Kamalanathan Shri M.,Tamil Nadu,DMK,1972-04-03,1978-04-02,Retirement,1978-04-02,Retirement,DRAVIDA MUNNETRA KAZHAGAM
22,Kamble Prof. N.M.,Maharashtra,INC,1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,""
34,Kapur Shri Yashpal,Uttar Pradesh,INC,1972-04-03,1978-04-02,Retirement,1978-04-02,Retirement,""
58,Kaul Shri M.N.,Nominated,NOM.,1970-04-03,1972-04-02,Retirement,1972-04-02,Retirement,NOMINATED
68,Kesri Shri Sitaram,Bihar,INC,1971-07-02,1974-04-02,Retirement,1974-04-02,Retirement,""
68,Kesri Shri Sitaram,Bihar,INC,1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,""
78,Khan Shri F.M.,Karnataka,INC,1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
79,Khan Shri Ghayoor Ali,Uttar Pradesh,O,1976-04-03,1982-04-02,08/01/1980 Elected to Lok Sabha,1980-01-08,ElectedtoLokSabha,""
82,Khan Shri Khurshed Alam,National Capital Territory of Delhi,INC,1974-04-16,1980-04-15,Retirement,1980-04-15,Retirement,""
83,Khan Shri Maqsood Ali,Karnataka,INC,1972-04-10,1978-04-09,Retirement,1978-04-09,Retirement,""
83,Khan Shri Maqsood Ali,Karnataka,INC,1978-04-10,1984-04-09,Retirement,1984-04-09,Retirement,""
88,Khan Prof. Rasheeduddin,Nominated,NOM.,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,NOMINATED
88,Khan Prof. Rasheeduddin,Nominated,NOM.,1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,NOMINATED
92,Khan Smt. Ushi,Rajasthan,INC,1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
98,Khaparde Miss Saroj,Maharashtra,INC,1972-04-03,1974-04-02,Retirement,1974-04-02,Retirement,""
98,Khaparde Miss Saroj,Maharashtra,INC,1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
103,Khobragade Shri Bhaurao Dewaji,Bombay,RPI,1978-04-03,1984-04-02,Retirement,1984-04-02,Retirement,REPUBLICAN PARTY OF INDIA
117,Kollur Shri M.L.,Karnataka,INC,1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,""
124,Koya Shri B.V. Abdulla,Kerala,ML,1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,MUSLIM LEAGUE
126,Kriplani Shri Krishna,Nominated,NOM.,1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,NOMINATED
127,Krishan Kant Shri,Haryana,IND.,1972-04-10,1978-04-09,20/03/1977 Elected to Lok Sabha,1977-03-20,ElectedtoLokSabha,INDEPENDENT
128,Krishna Shri M.R.,Andhra Pradesh,INC,1972-07-19,1976-04-02,Retirement,1976-04-02,Retirement,""
128,Krishna Shri M.R.,Andhra Pradesh,INC,1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
135,Krishnan Shri E.R.,Tamil Nadu,AIADMK,1977-07-18,1980-04-02,Retirement,1980-04-02,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
137,Krishnan Shri N.K.,Kerala,CPI,1970-11-10,1974-04-02,Retirement,1974-04-02,Retirement,COMMUNIST PARTY OF INDIA
138,Krishnan Shri U.R.,Tamil Nadu,AIADMK,1977-07-25,1983-07-24,Retirement,1983-07-24,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
139,Krishnaswamy Shri K.A.,Tamil Nadu,AIADMK,1972-04-03,1978-04-02,Retirement,1978-04-02,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
145,Kulkarni Shri A.G.,Maharashtra,INC,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,""
145,Kulkarni Shri A.G.,Maharashtra,INC,1978-04-03,1984-04-02,Retirement,1984-04-02,Retirement,""
148,Kulkarni Smt. Sumitra G.,Gujarat,INC,1972-04-10,1978-04-09,Retirement,1978-04-09,Retirement,""
152,Kumaran Shri S.,Kerala,CPI,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,COMMUNIST PARTY OF INDIA
152,Kumaran Shri S.,Kerala,CPI,1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,COMMUNIST PARTY OF INDIA
154,Kumbhare Shri N.H.,Maharashtra,RPI,1972-04-03,1978-04-02,Retirement,1978-04-02,Retirement,REPUBLICAN PARTY OF INDIA
156,Kunjachen Shri P.K.,Kerala,CPI(M),1973-04-22,1979-04-21,Retirement,1979-04-21,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
158,Kureel Shri Piare Lall alias Piare Lall Talib Unnavi,Uttar Pradesh,INC,1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,""
160,Kurian Dr. K. Mathew,Kerala,CPI(M),1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
3,Lahane Shri Motiram Udaybhanji,Maharashtra,JP,1978-12-14,1980-04-02,Retirement,1980-04-02,Retirement,""
5,Lakhan Singh Shri,Uttar Pradesh,BJP,1978-04-03,1984-04-02,Retirement,1984-04-02,Retirement,""
8,Lakshmanan Shri G.,Tamil Nadu,DMK,1974-04-03,1980-04-02,08/01/1980 Elected to Lok Sabha,1980-01-08,ElectedtoLokSabha,DRAVIDA MUNNETRA KAZHAGAM
15,Lalbuaia Shri,Mizoram,INC,1972-07-17,1978-07-16,Retirement,1978-07-16,Retirement,""
18,Lalsawia Shri,Mizoram,IND.,1978-07-17,1984-07-16,Retirement,1984-07-16,Retirement,INDEPENDENT
36,Lokesh Chandra Dr.,Nominated,NOM.,1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,NOMINATED
37,Lotha Shri Khyomo,Nagaland,O,1974-03-04,1980-02-04,Retirement,1980-02-04,Retirement,""
3,Madhavan Shri K. K.,Kerala,INC,1976-04-03,1982-04-02,Retirement,1982-04-02,Retirement,""
11,Mahanti Shri Bhairab Chandra,Odisha,INC,1974-04-03,1980-04-02,Retirement,1980-04-02,Retirement,""
12,Mahanti Shri Binoy Kumar,Odisha,INC,1970-04-03,1976-04-02,Retirement,1976-04-02,Retirement,""
